Date,Close/Last,Volume,Open,High,Low
10/12/2020,$100.23,596454,$100.28,$100.99,$99.8
10/09/2020,$100.39,665161,$101.58,$102.32,$100.3
10/08/2020,$101.15,657277,$99.15,$101.2,$98.8028
10/07/2020,$98.75,506253,$97.58,$99.43,$97.58
10/06/2020,$96.52,522713,$97.53,$99.12,$96.2
10/05/2020,$97.4,717898,$96.93,$97.828,$96.3
10/02/2020,$95.85,576899,$93.5,$96.19,$93.5
10/01/2020,$94.97,673361,$95.69,$96.61,$94.22
09/30/2020,$95.17,778074,$95.15,$96,$94.28
09/29/2020,$94.74,534692,$95.94,$95.94,$94.61
09/28/2020,$95.74,715000,$95.32,$96.33,$94.83
09/25/2020,$94.1,754788,$93.34,$94.94,$92.82
09/24/2020,$93.94,738571,$94.65,$95.8,$93.53
09/23/2020,$94.67,1658130,$97.02,$97.02,$94.47
09/22/2020,$96.43,927261,$96.86,$98.11,$95.96
09/21/2020,$96.55,1117163,$100.6,$100.93,$96.03
09/18/2020,$102.06,1252569,$101.08,$103.21,$100.95
09/17/2020,$101.83,682378,$100.54,$102.48,$99.9871
09/16/2020,$101.36,733836,$102.34,$102.42,$100.459
09/15/2020,$101.84,1056689,$103.43,$104.39,$101.52
09/14/2020,$103.02,1043622,$104.27,$104.27,$102.36
09/11/2020,$100.56,854997,$99.11,$100.79,$98.8804
09/10/2020,$98.77,1150212,$99.98,$100.39,$98.07
09/09/2020,$99.67,767345,$98.06,$100.37,$97.61
09/08/2020,$97.56,1351091,$96.57,$98.75,$95.79
09/04/2020,$97.47,608176,$97.57,$98.11,$95.8211
09/03/2020,$96.84,1133662,$98.75,$98.75,$96.185
09/02/2020,$99.29,1083730,$95.23,$99.45,$95.23
09/01/2020,$95.66,728873,$93.92,$96.01,$93.1441
08/31/2020,$94.44,1200855,$95.92,$96,$93.69
08/28/2020,$94.88,482652,$93.94,$94.89,$93.395
08/27/2020,$93.65,410670,$94.37,$94.84,$93.21
08/26/2020,$94.37,550907,$94.2,$95.15,$93.8
08/25/2020,$94.5,566987,$95.45,$95.61,$93.84
08/24/2020,$94.99,845500,$93.94,$95.525,$93.65
08/21/2020,$93.28,850438,$92.21,$93.52,$91.72
08/20/2020,$92.22,520325,$92.13,$92.95,$91.95
08/19/2020,$93.04,459166,$93.64,$93.94,$92.78
08/18/2020,$93.56,504282,$94.12,$94.67,$93.48
08/17/2020,$94.22,463057,$95,$95.27,$93.96
08/14/2020,$94.56,406038,$94.27,$95.28,$94.2
08/13/2020,$94.36,487281,$95.95,$96.15,$93.835
08/12/2020,$96.87,786464,$95.96,$97.05,$95.36
08/11/2020,$95.27,758616,$95.07,$96.5733,$94.76
08/10/2020,$94.07,577490,$92.77,$94.25,$92.34
08/07/2020,$92.75,558988,$91.84,$92.79,$91.54
08/06/2020,$92.23,500594,$92.13,$92.8,$91.37
08/05/2020,$92.43,658808,$92.3,$92.75,$91.69
08/04/2020,$91.19,687245,$90.57,$91.23,$90.21
08/03/2020,$90.86,791766,$90.73,$91.43,$90.14
07/31/2020,$90.15,1644819,$90.69,$91.7,$89.37
07/30/2020,$90.48,1009804,$90.4,$92.28,$87.89
07/29/2020,$91.65,740194,$89.34,$91.76,$89.34
07/28/2020,$89.2,716710,$89.83,$90.25,$88.37
07/27/2020,$89.43,760906,$88.07,$89.9,$87.04
07/24/2020,$88.64,669010,$88.44,$89.98,$88.05
07/23/2020,$88.46,568308,$88.54,$89.5,$88.09
07/22/2020,$89.1,496917,$87.49,$89.34,$87.16
07/21/2020,$87.63,531633,$87.07,$88.93,$87.07
07/20/2020,$87.03,572416,$87.21,$87.58,$86.1
07/17/2020,$87.86,452133,$89.25,$89.25,$87.47
07/16/2020,$88.64,454627,$87.88,$88.79,$87.7058
07/15/2020,$88.26,544168,$87.73,$88.53,$86.65
07/14/2020,$86.17,727153,$84.45,$86.37,$84.085
07/13/2020,$85.13,681962,$86.12,$87.33,$84.98
07/10/2020,$85.58,479813,$84.94,$85.73,$83.88
07/09/2020,$84.45,670385,$85.69,$85.97,$83.67
07/08/2020,$86.14,512535,$86.91,$87.21,$85.25
07/07/2020,$86.84,562807,$86.4,$87.6,$86.31
07/06/2020,$87.45,443433,$88.21,$88.56,$86.64
07/02/2020,$86.84,696949,$87.48,$88.98,$86.09
07/01/2020,$85.9,760857,$86.84,$87.42,$85.78
06/30/2020,$86.96,852670,$86.7,$87.44,$85.6
06/29/2020,$87.02,734022,$84.95,$87.34,$84.3
06/26/2020,$83.66,1290268,$84.88,$85.53,$83.32
06/25/2020,$85.06,581219,$84.07,$85.45,$83.29
06/24/2020,$84.67,818588,$87.39,$87.5866,$83.88
06/23/2020,$88.44,638776,$88.72,$89.43,$87.49
